brand,product_name,shade,shade_code,undertone,skin_type,finish,price,rating,description
Nykaa,Skin Shield Foundation,Vanilla,L01,Neutral,Normal,Natural,599,4.3,SPF 30 foundation with skin benefits
Nykaa,Skin Shield Foundation,Beige,L02,Warm,Normal,Natural,599,4.3,SPF 30 foundation with skin benefits
Nykaa,Skin Shield Foundation,Golden Beige,M01,Warm,Normal,Natural,599,4.3,SPF 30 foundation with skin benefits
Nykaa,Skin Shield Foundation,Honey,M02,Warm,Normal,Natural,599,4.3,SPF 30 foundation with skin benefits
Nykaa,Skin Shield Foundation,Tan,T01,Warm,Normal,Natural,599,4.3,SPF 30 foundation with skin benefits
Nykaa,Skin Shield Foundation,Caramel,T02,Warm,Normal,Natural,599,4.3,SPF 30 foundation with skin benefits
Nykaa,Skin Shield Foundation,Mocha,D01,Neutral,Normal,Natural,599,4.3,SPF 30 foundation with skin benefits
Nykaa,Skin Shield Foundation,Espresso,D02,Warm,Normal,Natural,599,4.3,SPF 30 foundation with skin benefits
Lakme,Absolute Skin Natural Mousse,01 Fair,01,Cool,All,Natural,525,4.2,Whipped mousse foundation
Lakme,Absolute Skin Natural Mousse,02 Ivory,02,Neutral,All,Natural,525,4.2,Whipped mousse foundation
Lakme,Absolute Skin Natural Mousse,03 Golden Light,03,Warm,All,Natural,525,4.2,Whipped mousse foundation
Lakme,Absolute Skin Natural Mousse,04 Natural Almond,04,Warm,All,Natural,525,4.2,Whipped mousse foundation
Lakme,Absolute Skin Natural Mousse,05 Almond Honey,05,Warm,All,Natural,525,4.2,Whipped mousse foundation
Lakme,Absolute Skin Natural Mousse,06 Natural Beige,06,Warm,All,Natural,525,4.2,Whipped mousse foundation
Lakme,9 to 5 Flawless Matte,E130 Ivory Cream,E130,Cool,Oily,Matte,399,4.4,Matte finish foundation
Lakme,9 to 5 Flawless Matte,E140 Natural Ivory,E140,Neutral,Oily,Matte,399,4.4,Matte finish foundation
Lakme,9 to 5 Flawless Matte,N150 Natural Light,N150,Neutral,Oily,Matte,399,4.4,Matte finish foundation
Lakme,9 to 5 Flawless Matte,N160 Neutral Almond,N160,Neutral,Oily,Matte,399,4.4,Matte finish foundation
Lakme,9 to 5 Flawless Matte,N170 Natural Beige,N170,Warm,Oily,Matte,399,4.4,Matte finish foundation
Lakme,9 to 5 Flawless Matte,W180 Warm Caramel,W180,Warm,Oily,Matte,399,4.4,Matte finish foundation
Fenty Beauty,Pro Filt'r Soft Matte,100,100,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,110,110,Cool,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,120,120,Cool,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,130,130,Cool,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,140,140,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,150,150,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,160,160,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,170,170,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,180,180,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,190,190,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,200,200,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,210,210,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,220,220,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,230,230,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,240,240,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,250,250,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,260,260,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,270,270,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,280,280,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,290,290,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,300,300,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,310,310,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,320,320,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,330,330,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,340,340,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,350,350,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,360,360,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,370,370,Neutral,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,380,380,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,390,390,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,400,400,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,410,410,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,420,420,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,430,430,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,440,440,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,450,450,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,460,460,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,470,470,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,480,480,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,490,490,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Fenty Beauty,Pro Filt'r Soft Matte,498,498,Warm,Oily,Matte,2999,4.8,Soft matte longwear foundation
Huda Beauty,FauxFilter Foundation,100B Creme Brulee,100B,Cool,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,110G Cinnamon,110G,Warm,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,120N Ivory,120N,Neutral,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,130G Vanilla,130G,Warm,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,140G Buttercream,140G,Warm,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,150N Creme,150N,Neutral,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,160G Macchiato,160G,Warm,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,170N Latte,170N,Neutral,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,180G Chai,180G,Warm,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,190N Tiramisu,190N,Neutral,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,200G Crème Caramel,200G,Warm,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,210G Toffee,210G,Warm,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,220G Dulce De Leche,220G,Warm,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,230N Almond,230N,Neutral,All,Natural,3200,4.7,Full coverage foundation
Huda Beauty,FauxFilter Foundation,240G Biscotti,240G,Warm,All,Natural,3200,4.7,Full coverage foundation
Estée Lauder,Double Wear Stay-in-Place,1C0 Shell,1C0,Cool,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,1C1 Cool Bone,1C1,Cool,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,1N1 Ivory Nude,1N1,Neutral,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,1N2 Ecru,1N2,Neutral,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,1W1 Bone,1W1,Warm,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,1W2 Sand,1W2,Warm,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,2C1 Pure Beige,2C1,Cool,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,2N1 Desert Beige,2N1,Neutral,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,2W1 Dawn,2W1,Warm,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,2W2 Rattan,2W2,Warm,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,3C1 Dusk,3C1,Cool,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,3N1 Ivory Beige,3N1,Neutral,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,3W1 Tawny,3W1,Warm,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,3W2 Cashew,3W2,Warm,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,4C1 Outdoor Beige,4C1,Cool,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,4N1 Shell Beige,4N1,Neutral,All,Matte,3900,4.8,24-hour wear foundation
Estée Lauder,Double Wear Stay-in-Place,4W1 Honey Bronze,4W1,Warm,All,Matte,3900,4.8,24-hour wear foundation
NARS,Natural Radiant Longwear,Siberia,SIB,Cool,All,Natural,3500,4.7,16-hour radiant foundation
NARS,Natural Radiant Longwear,Gobi,GOB,Neutral,All,Natural,3500,4.7,16-hour radiant foundation
NARS,Natural Radiant Longwear,Mont Blanc,MTB,Cool,All,Natural,3500,4.7,16-hour radiant foundation
NARS,Natural Radiant Longwear,Oslo,OSL,Neutral,All,Natural,3500,4.7,16-hour radiant foundation
NARS,Natural Radiant Longwear,Deauville,DEA,Neutral,All,Natural,3500,4.7,16-hour radiant foundation
NARS,Natural Radiant Longwear,Punjab,PUN,Warm,All,Natural,3500,4.7,16-hour radiant foundation
NARS,Natural Radiant Longwear,Stromboli,STR,Warm,All,Natural,3500,4.7,16-hour radiant foundation
NARS,Natural Radiant Longwear,Tahoe,TAH,Warm,All,Natural,3500,4.7,16-hour radiant foundation
NARS,Natural Radiant Longwear,Syracuse,SYR,Warm,All,Natural,3500,4.7,16-hour radiant foundation
NARS,Natural Radiant Longwear,Barcelona,BAR,Warm,All,Natural,3500,4.7,16-hour radiant foundation
Charlotte Tilbury,Airbrush Flawless Foundation,1 Cool,1C,Cool,All,Natural,3400,4.8,Full coverage airbrush finish
Charlotte Tilbury,Airbrush Flawless Foundation,2 Cool,2C,Cool,All,Natural,3400,4.8,Full coverage airbrush finish
Charlotte Tilbury,Airbrush Flawless Foundation,3 Cool,3C,Cool,All,Natural,3400,4.8,Full coverage airbrush finish
Charlotte Tilbury,Airbrush Flawless Foundation,4 Neutral,4N,Neutral,All,Natural,3400,4.8,Full coverage airbrush finish
Charlotte Tilbury,Airbrush Flawless Foundation,5 Neutral,5N,Neutral,All,Natural,3400,4.8,Full coverage airbrush finish
Charlotte Tilbury,Airbrush Flawless Foundation,6 Warm,6W,Warm,All,Natural,3400,4.8,Full coverage airbrush finish
Charlotte Tilbury,Airbrush Flawless Foundation,7 Warm,7W,Warm,All,Natural,3400,4.8,Full coverage airbrush finish
Charlotte Tilbury,Airbrush Flawless Foundation,8 Warm,8W,Warm,All,Natural,3400,4.8,Full coverage airbrush finish
Charlotte Tilbury,Airbrush Flawless Foundation,9 Warm,9W,Warm,All,Natural,3400,4.8,Full coverage airbrush finish
Charlotte Tilbury,Airbrush Flawless Foundation,10 Neutral,10N,Neutral,All,Natural,3400,4.8,Full coverage airbrush finish
Colorbar,Perfect Match Foundation,001 Fair,001,Cool,All,Natural,699,4.2,Transfer-proof foundation
Colorbar,Perfect Match Foundation,002 Vanilla,002,Neutral,All,Natural,699,4.2,Transfer-proof foundation
Colorbar,Perfect Match Foundation,003 Ivory,003,Warm,All,Natural,699,4.2,Transfer-proof foundation
Colorbar,Perfect Match Foundation,004 Beige,004,Warm,All,Natural,699,4.2,Transfer-proof foundation
Colorbar,Perfect Match Foundation,005 Golden Beige,005,Warm,All,Natural,699,4.2,Transfer-proof foundation
Colorbar,Perfect Match Foundation,006 Honey,006,Warm,All,Natural,699,4.2,Transfer-proof foundation
Colorbar,Perfect Match Foundation,007 Warm Caramel,007,Warm,All,Natural,699,4.2,Transfer-proof foundation
Sugar,Ace of Face Foundation Stick,10 Mochi,10,Cool,All,Natural,799,4.5,Creamy foundation stick
Sugar,Ace of Face Foundation Stick,20 Custard,20,Neutral,All,Natural,799,4.5,Creamy foundation stick
Sugar,Ace of Face Foundation Stick,30 Tiramisu,30,Warm,All,Natural,799,4.5,Creamy foundation stick
Sugar,Ace of Face Foundation Stick,40 Biscotti,40,Warm,All,Natural,799,4.5,Creamy foundation stick
Sugar,Ace of Face Foundation Stick,50 Churro,50,Warm,All,Natural,799,4.5,Creamy foundation stick
Sugar,Ace of Face Foundation Stick,60 Brownie,60,Warm,All,Natural,799,4.5,Creamy foundation stick
Wet n Wild,Photo Focus Foundation,Porcelain,POR,Cool,All,Matte,499,4.3,Lightweight matte foundation
Wet n Wild,Photo Focus Foundation,Soft Ivory,SIV,Neutral,All,Matte,499,4.3,Lightweight matte foundation
Wet n Wild,Photo Focus Foundation,Nude Ivory,NIV,Warm,All,Matte,499,4.3,Lightweight matte foundation
Wet n Wild,Photo Focus Foundation,Golden Beige,GBE,Warm,All,Matte,499,4.3,Lightweight matte foundation
Wet n Wild,Photo Focus Foundation,Tan Beige,TBE,Warm,All,Matte,499,4.3,Lightweight matte foundation
Wet n Wild,Photo Focus Foundation,Caramel,CAR,Warm,All,Matte,499,4.3,Lightweight matte foundation
Wet n Wild,Photo Focus Foundation,Mocha,MOC,Neutral,All,Matte,499,4.3,Lightweight matte foundation
NYX,Can't Stop Won't Stop Foundation,Pale,PALE,Cool,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Fair,FAIR,Neutral,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Light Ivory,LIV,Neutral,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Natural,NAT,Warm,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Golden,GOL,Warm,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Medium Olive,MOL,Neutral,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Tan,TAN,Warm,All,Matte,999,4.4,Full coverage 24-hour foundation
NYX,Can't Stop Won't Stop Foundation,Deep,DEEP,Warm,All,Matte,999,4.4,Full coverage 24-hour foundation
Revlon,ColorStay Makeup,110 Ivory,110,Cool,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,150 Buff,150,Neutral,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,180 Sand Beige,180,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,200 Nude,200,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,220 Natural Beige,220,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,240 Medium Beige,240,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,300 Golden Beige,300,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Revlon,ColorStay Makeup,320 True Beige,320,Warm,Combo,Matte,899,4.5,24-hour longwear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,C-010 Alabaster,C010,Cool,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,C-012 Porcelain,C012,Cool,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,N-010 Alabaster,N010,Neutral,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,N-012 Porcelain,N012,Neutral,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,W-012 Porcelain,W012,Warm,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,W-014 Warm Ivory,W014,Warm,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,N-020 Natural,N020,Neutral,All,Natural,4200,4.7,Lightweight long-wear foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,W-026 Warm Natural,W026,Warm,All,Natural,4200,4.7,Lightweight long-wear foundation
Clinique,Even Better Foundation,WN 01 Flax,WN01,Warm,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,CN 10 Alabaster,CN10,Cool,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,WN 12 Cream Chamois,WN12,Warm,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,WN 22 Ecru,WN22,Warm,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,WN 38 Stone,WN38,Warm,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,WN 46 Golden Neutral,WN46,Warm,All,Natural,2900,4.6,SPF 15 foundation
Clinique,Even Better Foundation,WN 58 Honey,WN58,Warm,All,Natural,2900,4.6,SPF 15 foundation
IT Cosmetics,Your Skin But Better CC+ Cream,Fair,FAIR,Neutral,All,Natural,2999,4.7,SPF 50+ CC cream foundation
IT Cosmetics,Your Skin But Better CC+ Cream,Light,LIGHT,Neutral,All,Natural,2999,4.7,SPF 50+ CC cream foundation
IT Cosmetics,Your Skin But Better CC+ Cream,Medium,MED,Warm,All,Natural,2999,4.7,SPF 50+ CC cream foundation
IT Cosmetics,Your Skin But Better CC+ Cream,Tan,TAN,Warm,All,Natural,2999,4.7,SPF 50+ CC cream foundation
IT Cosmetics,Your Skin But Better CC+ Cream,Deep,DEEP,Warm,All,Natural,2999,4.7,SPF 50+ CC cream foundation
Too Faced,Born This Way Foundation,Snow,SNOW,Cool,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Porcelain,PORC,Cool,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Ivory,IVORY,Neutral,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Vanilla,VAN,Neutral,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Light Beige,LBEI,Warm,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Natural Beige,NBEI,Warm,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Warm Beige,WBEI,Warm,All,Natural,3200,4.6,Medium to full coverage foundation
Too Faced,Born This Way Foundation,Golden Beige,GBEI,Warm,All,Natural,3200,4.6,Medium to full coverage foundation
Smashbox,Studio Skin 24 Hour Foundation,0.3,0.3,Cool,All,Matte,2800,4.5,Hydrating full coverage foundation
